iteration,time,steps,cost,best_cost,benchmark,vnd_method,shake_operator,improvement,prob_sequential,prob_pipe,prob_nested,prob_variable,prob_cyclic
21,5.406340837478638,194973,1699.0,1628.0,1610,variable,swap,71.0,0.10000005397700752,0.10000005397700752,0.10000005397700752,0.5999997840919699,0.10000005397700752
22,5.446165084838867,197132,1678.0,1628.0,1610,sequential,relocate,50.0,0.10000005639122617,0.10000005639122617,0.10000005639122617,0.5999997744350953,0.10000005639122617
22,5.485055208206177,199291,1628.0,1628.0,1610,cyclic,swap,0.0,0.10000005635906273,0.10000005635906273,0.10000005635906273,0.5999997745637491,0.10000005635906273
22,5.519958257675171,200371,1628.0,1628.0,1610,nested,2opt,0.0,0.10000005635906273,0.10000005635906273,0.10000005635906273,0.5999997745637491,0.10000005635906273
22,5.571759223937988,201854,1700.0,1628.0,1610,sequential,relocate,72.0,0.10000005635906273,0.10000005635906273,0.10000005635906273,0.5999997745637491,0.10000005635906273
22,5.579806089401245,202114,1628.0,1628.0,1610,variable,swap,0.0,0.1000000563295283,0.1000000563295283,0.1000000563295283,0.5999997746818868,0.1000000563295283
22,5.589017868041992,202608,1759.0,1628.0,1610,variable,2opt,131.0,0.10000006095136095,0.10000006095136095,0.10000006095136095,0.5999997561945561,0.10000006095136095
22,5.66945481300354,205118,1678.0,1628.0,1610,nested,relocate,50.0,0.10000006075886299,0.10000006075886299,0.10000006075886299,0.5999997569645481,0.10000006075886299
22,5.754720687866211,206549,1628.0,1628.0,1610,variable,swap,0.0,0.10000006068538399,0.10000006068538399,0.10000006068538399,0.599999757258464,0.10000006068538399
23,5.756188631057739,206578,1662.0,1628.0,1610,variable,relocate,34.0,0.10000006090466523,0.10000006090466523,0.10000006090466523,0.5999997563813391,0.10000006090466523
23,5.944076299667358,210492,1643.0,1628.0,1610,nested,swap,15.0,0.10000005671059543,0.10000005671059543,0.10000005671059543,0.5999997731576182,0.10000005671059543
23,5.987550258636475,211222,1628.0,1628.0,1610,variable,2opt,0.0,0.10000005673324759,0.10000005673324759,0.10000005673324759,0.5999997730670096,0.10000005673324759
23,6.000097990036011,211453,1789.0,1628.0,1610,variable,relocate,161.0,0.10000031986196165,0.10000031986196165,0.10000031986196165,0.5999987205521534,0.10000031986196165
